chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006711	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006712	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006713	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006714	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006715	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006716	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006717	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006718	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006719	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006720	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006721	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006722	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs50948945	106565546	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30489885	106575271	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30085441	106701199	0	X	Y	0.273	2.020068e-03	2.417434e-03	5.035491e-01	4.042146e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006723	-9	0	X	Y	0.271	2.432210e-03	2.413329e-03	5.217664e-01	3.145757e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs33269219	107639250	0	X	Y	0.268	2.070723e-03	2.386709e-03	4.953318e-01	3.864951e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006724	-9	0	X	Y	0.268	2.070723e-03	2.386709e-03	4.953318e-01	3.864951e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs46676253	107650604	0	X	Y	0.268	2.070723e-03	2.386709e-03	4.953318e-01	3.864951e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006725	-9	0	X	Y	0.268	2.070723e-03	2.386709e-03	4.953318e-01	3.864951e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006726	-9	0	X	Y	0.268	2.070723e-03	2.386709e-03	4.953318e-01	3.864951e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30449945	107681208	0	X	Y	0.268	2.070723e-03	2.386709e-03	4.953318e-01	3.864951e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006727	-9	0	X	Y	0.268	2.070723e-03	2.386709e-03	4.953318e-01	3.864951e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006728	-9	0	X	Y	0.264	3.621478e-03	2.408586e-03	5.355473e-01	1.340348e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30370819	107824821	0	X	Y	0.264	3.621478e-03	2.408586e-03	5.355473e-01	1.340348e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs3676408	107831132	0	X	Y	0.262	3.636808e-03	2.401346e-03	5.310649e-01	1.312462e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs33280902	107961166	0	X	Y	0.263	3.558286e-03	2.393833e-03	5.277615e-01	1.385035e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30430791	108226202	0	X	Y	0.263	3.558286e-03	2.393833e-03	5.277615e-01	1.385035e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29983358	108480651	0	X	Y	0.267	3.010433e-03	2.382073e-03	4.977181e-01	2.075587e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs33640744	108500600	0	X	Y	0.263	3.277584e-03	2.395894e-03	5.292903e-01	1.726185e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs46507919	108969240	0	X	Y	0.265	2.804582e-03	2.385120e-03	4.936296e-01	2.408382e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006729	-9	0	X	Y	0.265	2.804582e-03	2.385120e-03	4.936296e-01	2.408382e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29787071	109630957	0	X	Y	0.267	3.153557e-03	2.394935e-03	5.163070e-01	1.892014e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006730	-9	0	X	Y	0.267	3.153557e-03	2.394935e-03	5.163070e-01	1.892014e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006731	-9	0	X	Y	0.267	3.153557e-03	2.394935e-03	5.163070e-01	1.892014e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006732	-9	0	X	Y	0.267	3.153557e-03	2.394935e-03	5.163070e-01	1.892014e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs48979294	109865644	0	X	Y	0.267	3.153557e-03	2.394935e-03	5.163070e-01	1.892014e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs52574939	110064171	0	X	Y	0.268	2.881136e-03	2.385156e-03	5.031657e-01	2.282829e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006733	-9	0	X	Y	0.268	2.881136e-03	2.385156e-03	5.031657e-01	2.282829e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs13480416	110362838	0	X	Y	0.268	2.881136e-03	2.385156e-03	5.031657e-01	2.282829e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30472051	110608617	0	X	Y	0.270	2.608057e-03	2.383383e-03	4.907014e-01	2.749583e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29593654	110635748	0	X	Y	0.261	-1.551055e-04	2.352101e-03	4.219112e-01	9.474790e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30042960	110638061	0	X	Y	0.258	-1.298346e-05	2.344870e-03	4.232823e-01	9.955869e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006734	-9	0	X	Y	0.258	-1.298346e-05	2.344870e-03	4.232823e-01	9.955869e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30374967	110638628	0	X	Y	0.258	-1.298346e-05	2.344870e-03	4.232823e-01	9.955869e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006735	-9	0	X	Y	0.263	-6.410601e-04	2.345943e-03	4.136421e-01	7.848908e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30181090	110753170	0	X	Y	0.263	-6.410601e-04	2.345943e-03	4.136421e-01	7.848908e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006736	-9	0	X	Y	0.263	-6.410601e-04	2.345943e-03	4.136421e-01	7.848908e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006737	-9	0	X	Y	0.263	-6.410601e-04	2.345943e-03	4.136421e-01	7.848908e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006738	-9	0	X	Y	0.263	-6.410601e-04	2.345943e-03	4.136421e-01	7.848908e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006739	-9	0	X	Y	0.263	-6.410601e-04	2.345943e-03	4.136421e-01	7.848908e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006740	-9	0	X	Y	0.263	-6.410601e-04	2.345943e-03	4.136421e-01	7.848908e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006741	-9	0	X	Y	0.263	-6.410601e-04	2.345943e-03	4.136421e-01	7.848908e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006742	-9	0	X	Y	0.263	-6.410601e-04	2.345943e-03	4.136421e-01	7.848908e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006743	-9	0	X	Y	0.264	-5.645088e-04	2.353588e-03	4.161587e-01	8.106554e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs49247490	111360627	0	X	Y	0.264	-5.645088e-04	2.353588e-03	4.161587e-01	8.106554e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29917593	111413523	0	X	Y	0.267	-7.111733e-04	2.354172e-03	4.191441e-01	7.628502e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30178651	111455945	0	X	Y	0.259	3.190849e-04	2.365968e-03	4.307341e-01	8.928345e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs33324612	111466508	0	X	Y	0.259	3.190849e-04	2.365968e-03	4.307341e-01	8.928345e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006744	-9	0	X	Y	0.259	3.190849e-04	2.365968e-03	4.307341e-01	8.928345e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006745	-9	0	X	Y	0.259	3.190849e-04	2.365968e-03	4.307341e-01	8.928345e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs48021219	111542129	0	X	Y	0.259	3.190849e-04	2.365968e-03	4.307341e-01	8.928345e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs51102891	111562813	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006746	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006747	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006748	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006749	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006750	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006751	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006752	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006753	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006754	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006755	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006756	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006757	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006758	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006759	-9	0	X	Y	0.258	2.372888e-04	2.357257e-03	4.295173e-01	9.199037e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006760	-9	0	X	Y	0.256	6.294028e-04	2.355419e-03	4.372952e-01	7.895382e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006761	-9	0	X	Y	0.254	7.189296e-04	2.359963e-03	4.399145e-01	7.609131e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006762	-9	0	X	Y	0.254	7.189296e-04	2.359963e-03	4.399145e-01	7.609131e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29888751	111957137	0	X	Y	0.253	8.204494e-04	2.369072e-03	4.435891e-01	7.294145e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs6248694	111962442	0	X	Y	0.251	5.411903e-04	2.365549e-03	4.356386e-01	8.192389e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs33343794	112182422	0	X	Y	0.253	8.599715e-04	2.381094e-03	4.427177e-01	7.182994e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs51222817	112427611	0	X	Y	0.253	8.599715e-04	2.381094e-03	4.427177e-01	7.182994e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006763	-9	0	X	Y	0.248	-7.753528e-04	2.375537e-03	4.105659e-01	7.444194e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs48230698	112569308	0	X	Y	0.248	-7.753528e-04	2.375537e-03	4.105659e-01	7.444194e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs46703750	112678651	0	X	Y	0.247	-5.325855e-04	2.369942e-03	4.141299e-01	8.223884e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006764	-9	0	X	Y	0.247	-5.325855e-04	2.369942e-03	4.141299e-01	8.223884e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs6381909	113180166	0	X	Y	0.252	-1.247098e-04	2.360032e-03	4.206502e-01	9.579024e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006765	-9	0	X	Y	0.252	-1.247098e-04	2.360032e-03	4.206502e-01	9.579024e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006766	-9	0	X	Y	0.252	-1.247098e-04	2.360032e-03	4.206502e-01	9.579024e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006767	-9	0	X	Y	0.252	-1.247098e-04	2.360032e-03	4.206502e-01	9.579024e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs48772581	113507320	0	X	Y	0.253	-1.697490e-04	2.363935e-03	4.191990e-01	9.428159e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006768	-9	0	X	Y	0.253	-1.697490e-04	2.363935e-03	4.191990e-01	9.428159e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs33720251	113658304	0	X	Y	0.247	-6.759486e-04	2.361732e-03	4.125648e-01	7.749703e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006769	-9	0	X	Y	0.247	-6.759486e-04	2.361732e-03	4.125648e-01	7.749703e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29688717	113837521	0	X	Y	0.247	-6.759486e-04	2.361732e-03	4.125648e-01	7.749703e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30374203	113991779	0	X	Y	0.246	-5.913113e-04	2.355623e-03	4.117253e-01	8.020171e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006770	-9	0	X	Y	0.246	-5.913113e-04	2.355623e-03	4.117253e-01	8.020171e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006771	-9	0	X	Y	0.246	-5.913113e-04	2.355623e-03	4.117253e-01	8.020171e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006772	-9	0	X	Y	0.253	-1.001124e-03	2.343388e-03	4.117371e-01	6.696159e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
